# Simulation 13 (Up to date)
# 5013 data points written for 4 variables.
#
# Time (s),Altitude (m),Air pressure (mbar),Mach number (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=1 seconds
247.865,2007.994,794.183,0.011
248.05,2007.326,794.247,0.011
248.237,2006.654,794.312,0.011
248.424,2005.982,794.376,0.011
248.61,2005.31,794.441,0.011
248.796,2004.639,794.506,0.011
248.982,2003.967,794.57,0.011
249.167,2003.299,794.635,0.011
249.353,2002.625,794.699,0.011
249.539,2001.955,794.764,0.011
249.724,2001.284,794.829,0.011
249.909,2000.614,794.893,0.011
250.095,1999.943,794.958,0.011
250.28,1999.273,795.026,0.011
250.466,1998.601,795.094,0.011
250.651,1997.931,795.162,0.011
250.836,1997.261,795.229,0.011
251.022,1996.593,795.297,0.011
251.209,1995.921,795.365,0.011
251.395,1995.249,795.433,0.011
251.58,1994.582,795.501,0.011
251.766,1993.909,795.569,0.011
251.952,1993.238,795.636,0.011
252.137,1992.569,795.704,0.011
252.322,1991.898,795.772,0.011
252.507,1991.228,795.84,0.011
252.693,1990.559,795.908,0.011
252.878,1989.89,795.975,0.011
253.064,1989.219,796.043,0.011
253.25,1988.548,796.111,0.011
253.435,1987.88,796.179,0.011
253.621,1987.21,796.247,0.011
253.806,1986.54,796.315,0.011
253.992,1985.873,796.382,0.011
254.179,1985.204,796.45,0.011
254.366,1984.536,796.517,0.011
254.554,1983.868,796.585,0.011
254.744,1983.192,796.653,0.011
254.929,1982.526,796.721,0.011
255.117,1981.858,796.788,0.011
255.305,1981.183,796.857,0.011
255.49,1980.513,796.924,0.011
255.675,1979.845,796.992,0.011
255.86,1979.177,797.06,0.011
256.046,1978.507,797.128,0.011
256.232,1977.838,797.195,0.011
256.418,1977.169,797.263,0.011
256.604,1976.498,797.331,0.011
256.789,1975.83,797.398,0.011
256.974,1975.161,797.466,0.011
257.159,1974.492,797.534,0.011
257.344,1973.823,797.602,0.011
257.529,1973.154,797.669,0.011
257.715,1972.487,797.737,0.011
257.9,1971.817,797.805,0.011
258.086,1971.148,797.872,0.011
258.27,1970.48,797.94,0.011
258.456,1969.811,798.008,0.011
258.64,1969.142,798.075,0.011
258.825,1968.473,798.143,0.011
259.01,1967.805,798.211,0.011
259.195,1967.137,798.278,0.011
259.38,1966.468,798.346,0.011
259.565,1965.8,798.414,0.011
259.75,1965.132,798.481,0.011
259.935,1964.465,798.549,0.011
260.12,1963.795,798.617,0.011
260.305,1963.131,798.684,0.011
260.492,1962.459,798.752,0.011
260.677,1961.793,798.819,0.011
260.863,1961.126,798.887,0.011
261.05,1960.456,798.955,0.011
261.235,1959.791,799.022,0.011
261.422,1959.119,799.09,0.011
261.607,1958.46,799.157,0.011
261.796,1957.784,799.225,0.011
261.981,1957.117,799.293,0.011
262.167,1956.45,799.36,0.011
262.353,1955.781,799.428,0.011
262.537,1955.116,799.495,0.011
262.724,1954.446,799.563,0.011
262.909,1953.78,799.63,0.011
263.095,1953.111,799.698,0.011
263.28,1952.446,799.765,0.011
263.466,1951.776,799.833,0.011
263.651,1951.109,799.901,0.011
263.835,1950.442,799.968,0.011
264.021,1949.775,800.036,0.011
264.206,1949.108,800.103,0.011
264.391,1948.441,800.171,0.011
264.576,1947.773,800.238,0.011
264.761,1947.109,800.306,0.011
264.947,1946.439,800.373,0.011
265.132,1945.773,800.441,0.011
265.317,1945.105,800.508,0.011
265.502,1944.438,800.576,0.011
265.687,1943.771,800.643,0.011
265.871,1943.105,800.711,0.011
266.056,1942.439,800.778,0.011
266.241,1941.772,800.846,0.011
266.426,1941.106,800.913,0.012
266.611,1940.45,800.979,0.011
266.803,1939.773,801.048,0.011
266.989,1939.106,801.116,0.011
267.174,1938.44,801.183,0.011
267.359,1937.772,801.251,0.011
267.544,1937.107,801.318,0.011
267.729,1936.441,801.385,0.011
267.914,1935.773,801.453,0.011
268.099,1935.109,801.52,0.011
268.284,1934.443,801.588,0.011
268.47,1933.779,801.655,0.011
268.657,1933.115,801.722,0.011
268.845,1932.443,801.79,0.011
269.03,1931.784,801.857,0.011
269.218,1931.113,801.925,0.011
269.404,1930.445,801.992,0.011
269.589,1929.779,802.06,0.011
269.774,1929.117,802.127,0.011
269.96,1928.45,802.194,0.011
270.146,1927.783,802.262,0.011
270.332,1927.12,802.329,0.011
270.519,1926.451,802.396,0.011
270.703,1925.787,802.464,0.011
270.889,1925.126,802.53,0.011
271.077,1924.454,802.599,0.011
271.262,1923.788,802.666,0.011
271.446,1923.123,802.733,0.011
271.63,1922.46,802.8,0.011
271.816,1921.792,802.868,0.011
272.001,1921.127,802.935,0.011
272.185,1920.463,803.003,0.011
272.37,1919.797,803.07,0.011
272.554,1919.134,803.137,0.011
272.74,1918.467,803.205,0.011
272.925,1917.805,803.272,0.011
273.111,1917.138,803.339,0.011
273.296,1916.471,803.407,0.011
273.48,1915.807,803.474,0.011
273.665,1915.142,803.541,0.011
273.849,1914.479,803.608,0.011
274.035,1913.813,803.676,0.011
274.22,1913.148,803.743,0.011
274.404,1912.483,803.81,0.011
274.588,1911.82,803.877,0.011
274.774,1911.157,803.944,0.011
274.96,1910.491,804.012,0.011
275.145,1909.826,804.079,0.011
275.33,1909.162,804.146,0.011
275.515,1908.496,804.214,0.011
275.699,1907.832,804.281,0.011
275.883,1907.167,804.348,0.011
276.068,1906.505,804.415,0.011
276.253,1905.846,804.482,0.011
276.441,1905.177,804.55,0.011
276.627,1904.511,804.617,0.011
276.811,1903.847,804.684,0.011
276.996,1903.188,804.751,0.011
277.184,1902.52,804.819,0.011
277.369,1901.855,804.886,0.011
277.553,1901.191,804.953,0.011
277.737,1900.527,805.02,0.011
277.922,1899.864,805.087,0.011
278.106,1899.199,805.155,0.011
278.29,1898.535,805.222,0.011
278.475,1897.876,805.289,0.011
278.661,1897.209,805.356,0.011
278.846,1896.545,805.423,0.011
279.03,1895.889,805.49,0.011
279.218,1895.219,805.558,0.011
279.403,1894.554,805.625,0.011
279.587,1893.893,805.692,0.011
279.773,1893.227,805.759,0.011
279.957,1892.564,805.826,0.011
280.141,1891.901,805.893,0.011
280.325,1891.237,805.961,0.011
280.51,1890.576,806.028,0.011
280.695,1889.914,806.095,0.011
280.88,1889.249,806.162,0.011
281.065,1888.587,806.229,0.011
281.25,1887.922,806.296,0.011
281.434,1887.265,806.363,0.011
281.621,1886.603,806.43,0.011
281.809,1885.936,806.497,0.011
281.995,1885.271,806.564,0.011
282.179,1884.608,806.632,0.011
282.363,1883.946,806.699,0.011
282.547,1883.283,806.766,0.011
282.731,1882.62,806.833,0.011
282.916,1881.957,806.9,0.011
283.1,1881.296,806.967,0.011
283.284,1880.636,807.034,0.011
283.471,1879.973,807.101,0.011
283.656,1879.313,807.168,0.011
283.843,1878.648,807.235,0.011
284.029,1877.983,807.302,0.011
284.213,1877.324,807.369,0.011
284.399,1876.659,807.436,0.011
284.583,1875.997,807.503,0.011
284.768,1875.335,807.57,0.011
284.953,1874.672,807.637,0.011
285.137,1874.015,807.704,0.011
285.324,1873.348,807.771,0.011
285.508,1872.688,807.838,0.011
285.693,1872.025,807.905,0.011
285.878,1871.362,807.972,0.011
286.062,1870.705,808.039,0.011
286.248,1870.038,808.106,0.011
286.432,1869.38,808.173,0.011
286.618,1868.715,808.24,0.011
286.802,1868.053,808.307,0.011
286.986,1867.392,808.374,0.011
287.171,1866.73,808.441,0.011
287.355,1866.069,808.508,0.011
287.539,1865.408,808.575,0.011
287.723,1864.749,808.642,0.011
287.909,1864.086,808.709,0.011
288.094,1863.423,808.776,0.011
288.278,1862.761,808.843,0.011
288.461,1862.101,808.91,0.011
288.646,1861.442,808.976,0.011
288.831,1860.783,809.043,0.011
289.018,1860.119,809.11,0.011
289.203,1859.456,809.177,0.011
289.387,1858.798,809.244,0.011
289.572,1858.143,809.31,0.01
289.762,1857.472,809.378,0.011
289.945,1856.813,809.445,0.011
290.13,1856.152,809.512,0.011
290.315,1855.49,809.579,0.011
290.499,1854.829,809.646,0.011
290.682,1854.169,809.713,0.011
290.866,1853.508,809.779,0.011
291.05,1852.847,809.846,0.011
291.234,1852.193,809.912,0.011
291.422,1851.527,809.98,0.011
291.606,1850.872,810.046,0.011
291.793,1850.211,810.113,0.011
291.98,1849.546,810.18,0.011
292.165,1848.885,810.247,0.011
292.349,1848.225,810.314,0.011
292.533,1847.565,810.381,0.011
292.718,1846.904,810.448,0.011
292.902,1846.245,810.515,0.011
293.087,1845.584,810.581,0.011
293.271,1844.923,810.648,0.011
293.455,1844.273,810.714,0.011
293.644,1843.609,810.781,0.011
293.831,1842.943,810.849,0.011
294.015,1842.283,810.916,0.011
294.199,1841.625,810.982,0.011
294.383,1840.964,811.049,0.011
294.568,1840.306,811.116,0.011
294.753,1839.645,811.183,0.011
294.938,1838.984,811.249,0.011
295.121,1838.327,811.316,0.011
295.307,1837.669,811.383,0.011
295.493,1837.008,811.449,0.011
295.678,1836.346,811.517,0.011
295.862,1835.686,811.583,0.011
296.046,1835.026,811.65,0.011
296.229,1834.367,811.717,0.011
296.413,1833.708,811.784,0.011
296.597,1833.049,811.85,0.011
296.78,1832.391,811.917,0.011
296.965,1831.73,811.984,0.011
297.149,1831.071,812.05,0.011
297.332,1830.412,812.117,0.011
297.516,1829.754,812.184,0.011
297.7,1829.094,812.251,0.011
297.884,1828.435,812.317,0.011
298.068,1827.776,812.384,0.011
298.251,1827.117,812.451,0.011
298.435,1826.46,812.517,0.011
298.62,1825.799,812.584,0.011
298.803,1825.148,812.65,0.011
298.991,1824.482,812.717,0.011
299.174,1823.824,812.784,0.011
299.359,1823.164,812.851,0.011
299.542,1822.508,812.917,0.011
299.727,1821.847,812.984,0.011
299.911,1821.191,813.05,0.011
300.095,1820.537,813.117,0.011
300.283,1819.873,813.184,0.011
300.467,1819.213,813.251,0.011
300.651,1818.557,813.317,0.011
300.835,1817.896,813.384,0.011
301.018,1817.243,813.45,0.011
301.205,1816.581,813.517,0.011
301.389,1815.922,813.584,0.011
301.572,1815.264,813.65,0.011
301.756,1814.605,813.717,0.011
301.939,1813.948,813.784,0.011
302.123,1813.293,813.85,0.011
302.308,1812.637,813.916,0.011
302.494,1811.974,813.983,0.011
302.678,1811.316,814.05,0.011
302.861,1810.658,814.117,0.011
303.044,1810.001,814.183,0.011
303.228,1809.344,814.25,0.011
303.412,1808.685,814.316,0.011
303.595,1808.027,814.383,0.011
303.779,1807.37,814.449,0.011
303.962,1806.718,814.515,0.011
304.149,1806.062,814.582,0.011
304.337,1805.4,814.649,0.011
304.521,1804.75,814.714,0.011
304.711,1804.094,814.781,0.01
304.901,1803.424,814.849,0.011
305.084,1802.767,814.915,0.011
305.267,1802.11,814.982,0.011
305.451,1801.454,815.048,0.011
305.635,1800.796,815.115,0.011
305.818,1800.138,815.181,0.011
306.001,1799.481,815.248,0.011
306.184,1798.828,815.314,0.011
306.369,1798.168,815.381,0.011
306.553,1797.511,815.447,0.011
306.736,1796.855,815.514,0.011
306.92,1796.198,815.58,0.011
307.104,1795.54,815.647,0.011
307.288,1794.883,815.713,0.011
307.471,1794.226,815.78,0.011
307.654,1793.57,815.846,0.011
307.837,1792.915,815.912,0.011
308.021,1792.256,815.979,0.011
308.205,1791.601,816.045,0.011
308.389,1790.944,816.112,0.011
308.572,1790.287,816.178,0.011
308.756,1789.633,816.245,0.011
308.94,1788.975,816.311,0.011
309.124,1788.318,816.378,0.011
309.307,1787.661,816.444,0.011
309.49,1787.009,816.51,0.011
309.676,1786.349,816.577,0.011
309.859,1785.693,816.643,0.011
310.042,1785.038,816.71,0.011
310.226,1784.381,816.776,0.011
310.409,1783.725,816.843,0.011
310.592,1783.07,816.909,0.011
310.776,1782.413,816.975,0.011
310.959,1781.759,817.042,0.011
311.143,1781.102,817.108,0.011
311.327,1780.445,817.175,0.011
311.51,1779.79,817.241,0.011
311.693,1779.142,817.306,0.011
311.881,1778.48,817.373,0.011
312.065,1777.824,817.44,0.011
312.25,1777.166,817.506,0.011
312.433,1776.52,817.572,0.011
312.621,1775.859,817.639,0.011
312.806,1775.2,817.705,0.011
312.989,1774.545,817.772,0.011
313.173,1773.889,817.838,0.011
313.356,1773.242,817.904,0.011
313.544,1772.59,817.97,0.01
313.733,1771.924,818.037,0.011
313.917,1771.274,818.103,0.011
314.103,1770.623,818.169,0.01
314.292,1769.957,818.236,0.011
314.475,1769.302,818.302,0.011
314.658,1768.652,818.368,0.011
314.844,1767.994,818.435,0.011
315.028,1767.338,818.501,0.011
315.212,1766.682,818.568,0.011
315.395,1766.031,818.633,0.011
315.58,1765.373,818.7,0.011
315.764,1764.717,818.766,0.011
315.946,1764.063,818.833,0.011
316.129,1763.409,818.899,0.011
316.313,1762.753,818.965,0.011
316.496,1762.1,819.031,0.011
316.679,1761.444,819.098,0.011
316.862,1760.796,819.163,0.011
317.049,1760.135,819.23,0.011
317.232,1759.481,819.296,0.012
317.415,1758.839,819.361,0.01
317.605,1758.172,819.429,0.011
317.788,1757.517,819.495,0.011
317.971,1756.866,819.561,0.011
318.156,1756.21,819.627,0.011
318.339,1755.557,819.694,0.011
318.524,1754.906,819.759,0.011
318.71,1754.246,819.826,0.011
318.893,1753.592,819.892,0.011
319.076,1752.946,819.958,0.01
319.263,1752.284,820.025,0.011
319.446,1751.636,820.09,0.011
319.632,1750.976,820.157,0.011
319.815,1750.325,820.223,0.011
319.999,1749.677,820.289,0.011
320.187,1749.019,820.355,0.011
320.372,1748.361,820.422,0.011
320.555,1747.709,820.488,0.011
320.739,1747.054,820.554,0.011
320.922,1746.4,820.62,0.011
321.105,1745.746,820.687,0.011
321.288,1745.093,820.753,0.011
321.471,1744.439,820.819,0.011
321.653,1743.792,820.884,0.012
321.84,1743.151,820.949,0.01
322.033,1742.481,821.017,0.011
322.217,1741.825,821.083,0.011
322.4,1741.172,821.15,0.011
322.583,1740.519,821.216,0.011
322.765,1739.867,821.282,0.011
322.949,1739.217,821.347,0.011
323.134,1738.561,821.414,0.011
323.318,1737.906,821.48,0.011
323.5,1737.253,821.546,0.011
323.683,1736.601,821.612,0.011
323.866,1735.95,821.678,0.011
324.05,1735.296,821.744,0.011
324.233,1734.642,821.811,0.011
324.416,1733.989,821.877,0.011
324.599,1733.337,821.943,0.011
324.781,1732.684,822.009,0.011
324.964,1732.031,822.075,0.011
325.147,1731.382,822.14,0.011
325.331,1730.726,822.207,0.011
325.514,1730.073,822.273,0.011
325.696,1729.421,822.339,0.011
325.879,1728.768,822.405,0.011
326.062,1728.116,822.471,0.011
326.245,1727.469,822.537,0.011
326.43,1726.813,822.603,0.011
326.614,1726.162,822.669,0.011
326.798,1725.508,822.735,0.011
326.981,1724.855,822.801,0.011
327.164,1724.202,822.867,0.011
327.347,1723.557,822.932,0.011
327.533,1722.901,822.999,0.011
327.717,1722.246,823.065,0.011
327.9,1721.598,823.131,0.011
328.084,1720.945,823.197,0.011
328.268,1720.291,823.263,0.011
328.451,1719.642,823.329,0.011
328.635,1718.987,823.395,0.011
328.818,1718.336,823.461,0.011
329.001,1717.683,823.527,0.011
329.184,1717.033,823.593,0.011
329.367,1716.385,823.658,0.011
329.552,1715.728,823.725,0.011
329.735,1715.077,823.791,0.011
329.917,1714.437,823.856,0.01
330.106,1713.774,823.923,0.011
330.289,1713.132,823.988,0.01
330.477,1712.472,824.055,0.011
330.66,1711.819,824.121,0.011
330.843,1711.169,824.186,0.011
331.026,1710.517,824.252,0.011
331.209,1709.867,824.318,0.011
331.392,1709.214,824.384,0.011
331.574,1708.563,824.45,0.011
331.757,1707.916,824.516,0.011
331.941,1707.261,824.582,0.011
332.124,1706.61,824.648,0.011
332.307,1705.96,824.714,0.011
332.489,1705.308,824.78,0.011
332.672,1704.66,824.845,0.011
332.856,1704.009,824.911,0.011
333.04,1703.357,824.977,0.011
333.223,1702.705,825.043,0.011
333.406,1702.054,825.109,0.011
333.588,1701.41,825.174,0.011
333.774,1700.753,825.241,0.011
333.957,1700.104,825.306,0.011
334.14,1699.451,825.372,0.011
334.322,1698.801,825.438,0.011
334.504,1698.154,825.504,0.011
334.689,1697.501,825.57,0.011
334.872,1696.85,825.636,0.011
335.054,1696.2,825.702,0.011
335.236,1695.552,825.767,0.011
335.42,1694.9,825.833,0.011
335.603,1694.25,825.899,0.011
335.786,1693.599,825.965,0.011
335.969,1692.948,826.031,0.011
336.151,1692.298,826.096,0.011
336.334,1691.653,826.162,0.011
336.519,1690.999,826.228,0.011
336.702,1690.349,826.294,0.011
336.884,1689.699,826.359,0.011
337.067,1689.053,826.425,0.011
337.252,1688.398,826.491,0.011
337.434,1687.751,826.557,0.011
337.618,1687.099,826.623,0.011
337.8,1686.449,826.688,0.011
337.982,1685.8,826.754,0.011
338.164,1685.153,826.82,0.011
338.348,1684.505,826.885,0.011
338.533,1683.851,826.951,0.011
338.715,1683.203,827.017,0.011
338.898,1682.552,827.083,0.011
339.08,1681.904,827.148,0.011
339.263,1681.255,827.214,0.011
339.446,1680.609,827.28,0.011
339.631,1679.955,827.346,0.011
339.813,1679.308,827.411,0.011
339.997,1678.656,827.477,0.011
340.179,1678.007,827.543,0.011
340.362,1677.358,827.609,0.011
340.544,1676.711,827.674,0.011
340.727,1676.06,827.74,0.011
340.909,1675.414,827.805,0.011
341.093,1674.762,827.871,0.011
341.276,1674.113,827.937,0.011
341.458,1673.464,828.003,0.011
341.64,1672.815,828.068,0.011
341.822,1672.167,828.134,0.011
342.004,1671.519,828.2,0.011
342.187,1670.87,828.265,0.011
342.37,1670.221,828.331,0.011
342.552,1669.574,828.396,0.011
342.736,1668.924,828.462,0.011
342.918,1668.279,828.528,0.011
343.103,1667.626,828.594,0.011
343.285,1666.979,828.659,0.011
343.468,1666.329,828.725,0.011
343.65,1665.681,828.791,0.011
343.832,1665.032,828.856,0.011
344.014,1664.384,828.922,0.011
344.196,1663.736,828.987,0.011
344.378,1663.099,829.052,0.01
344.566,1662.439,829.119,0.011
344.748,1661.791,829.184,0.011
344.93,1661.144,829.25,0.011
345.113,1660.498,829.315,0.011
345.296,1659.847,829.381,0.011
345.479,1659.199,829.447,0.011
345.661,1658.552,829.512,0.011
345.843,1657.905,829.577,0.011
346.027,1657.255,829.643,0.011
346.209,1656.608,829.709,0.011
346.39,1655.96,829.774,0.011
346.573,1655.313,829.84,0.011
346.755,1654.666,829.905,0.011
346.938,1654.018,829.971,0.011
347.12,1653.371,830.036,0.011
347.303,1652.727,830.102,0.011
347.488,1652.075,830.168,0.011
347.67,1651.427,830.233,0.011
347.852,1650.779,830.299,0.011
348.034,1650.132,830.364,0.011
348.216,1649.485,830.43,0.011
348.398,1648.838,830.495,0.011
348.58,1648.193,830.561,0.011
348.763,1647.547,830.626,0.011
348.948,1646.896,830.692,0.011
349.13,1646.252,830.757,0.011
349.314,1645.601,830.823,0.011
349.496,1644.955,830.888,0.011
349.678,1644.308,830.954,0.011
349.86,1643.662,831.019,0.011
350.043,1643.02,831.084,0.011
350.228,1642.367,831.15,0.011
350.41,1641.723,831.215,0.011
350.594,1641.082,831.28,0.011
350.781,1640.431,831.346,0.011
350.966,1639.781,831.412,0.011
351.148,1639.134,831.477,0.011
351.331,1638.486,831.543,0.011
351.512,1637.841,831.608,0.011
351.695,1637.193,831.674,0.011
351.877,1636.549,831.739,0.011
352.061,1635.901,831.805,0.011
352.243,1635.256,831.87,0.011
352.426,1634.607,831.936,0.011
352.608,1633.961,832.001,0.011
352.79,1633.315,832.066,0.011
352.972,1632.668,832.132,0.011
353.154,1632.022,832.197,0.011
353.336,1631.376,832.263,0.011
353.517,1630.73,832.328,0.011
353.699,1630.086,832.393,0.011
353.882,1629.437,832.459,0.011
354.064,1628.792,832.524,0.011
354.246,1628.146,832.59,0.011
354.428,1627.502,832.655,0.011
354.611,1626.857,832.72,0.011
354.794,1626.213,832.785,0.011
354.979,1625.564,832.851,0.011
355.162,1624.921,832.916,0.011
355.346,1624.272,832.982,0.011
355.529,1623.625,833.047,0.011
355.711,1622.979,833.113,0.011
355.893,1622.338,833.178,0.011
356.077,1621.688,833.243,0.011
356.259,1621.043,833.309,0.011
356.441,1620.398,833.374,0.011
356.623,1619.752,833.439,0.011
356.805,1619.106,833.505,0.011
356.987,1618.461,833.57,0.011
357.168,1617.817,833.635,0.011
357.351,1617.17,833.701,0.011
357.533,1616.525,833.766,0.011
357.715,1615.881,833.831,0.011
357.897,1615.235,833.896,0.011
358.079,1614.59,833.962,0.011
358.261,1613.944,834.027,0.011
358.443,1613.299,834.092,0.011
358.624,1612.654,834.158,0.011
358.806,1612.009,834.223,0.011
358.987,1611.368,834.288,0.011
359.171,1610.724,834.353,0.011
359.355,1610.075,834.419,0.011
359.537,1609.43,834.484,0.011
359.718,1608.785,834.549,0.011
359.9,1608.14,834.615,0.011
360.081,1607.497,834.68,0.011
360.263,1606.855,834.745,0.011
360.447,1606.213,834.81,0.01
360.632,1605.562,834.875,0.011
360.813,1604.924,834.94,0.01
360.999,1604.272,835.006,0.011
361.18,1603.631,835.071,0.011
361.363,1602.984,835.136,0.011
361.545,1602.34,835.202,0.011
361.727,1601.696,835.267,0.011
361.909,1601.051,835.332,0.011
362.09,1600.407,835.397,0.011
362.272,1599.765,835.462,0.011
362.454,1599.12,835.528,0.011
362.637,1598.479,835.592,0.011
362.821,1597.834,835.658,0.01
363.004,1597.186,835.723,0.011
363.186,1596.545,835.788,0.011
363.369,1595.909,835.853,0.01
363.556,1595.254,835.919,0.011
363.738,1594.612,835.984,0.011
363.92,1593.968,836.049,0.011
364.102,1593.323,836.114,0.011
364.284,1592.683,836.179,0.01
364.468,1592.035,836.245,0.011
364.649,1591.391,836.31,0.011
364.83,1590.748,836.375,0.011
365.012,1590.105,836.44,0.011
365.193,1589.461,836.505,0.011
365.375,1588.82,836.57,0.011
365.558,1588.174,836.635,0.011
365.74,1587.537,836.7,0.01
365.925,1586.887,836.766,0.011
366.107,1586.246,836.831,0.011
366.289,1585.601,836.896,0.011
366.471,1584.957,836.961,0.011
366.652,1584.314,837.026,0.011
366.834,1583.671,837.091,0.011
367.016,1583.029,837.156,0.011
367.198,1582.385,837.221,0.011
367.38,1581.745,837.286,0.011
367.563,1581.102,837.351,0.011
367.746,1580.456,837.417,0.011
367.928,1579.813,837.482,0.011
368.109,1579.17,837.547,0.011
368.291,1578.529,837.612,0.011
368.473,1577.885,837.677,0.011
368.655,1577.242,837.742,0.011
368.837,1576.599,837.807,0.011
369.019,1575.956,837.872,0.011
369.2,1575.314,837.937,0.011
369.382,1574.67,838.002,0.011
369.563,1574.029,838.067,0.011
369.745,1573.386,838.132,0.011
369.927,1572.743,838.197,0.011
370.108,1572.102,838.262,0.011
370.29,1571.463,838.327,0.01
370.474,1570.816,838.392,0.011
370.656,1570.174,838.457,0.011
370.837,1569.532,838.522,0.011
371.019,1568.889,838.587,0.011
371.2,1568.246,838.652,0.011
371.381,1567.61,838.717,0.01
371.566,1566.962,838.782,0.011
371.747,1566.32,838.847,0.011
371.928,1565.678,838.912,0.011
372.11,1565.036,838.977,0.011
372.291,1564.394,839.042,0.011
372.472,1563.754,839.107,0.011
372.654,1563.11,839.172,0.011
372.836,1562.47,839.237,0.011
373.018,1561.828,839.302,0.011
373.199,1561.185,839.367,0.011
373.381,1560.543,839.432,0.011
373.562,1559.901,839.497,0.011
373.743,1559.26,839.562,0.011
373.924,1558.621,839.627,0.011
374.107,1557.977,839.692,0.011
374.288,1557.335,839.757,0.011
374.47,1556.697,839.821,0.01
374.653,1556.052,839.887,0.011
374.834,1555.411,839.952,0.011
375.015,1554.769,840.016,0.011
375.196,1554.13,840.081,0.011
375.379,1553.49,840.146,0.011
375.562,1552.848,840.211,0.011
375.744,1552.204,840.276,0.011
375.925,1551.563,840.341,0.011
376.106,1550.923,840.406,0.011
376.288,1550.283,840.471,0.011
376.47,1549.643,840.535,0.011
376.653,1549,840.6,0.011
376.834,1548.358,840.665,0.011
377.015,1547.719,840.73,0.011
377.197,1547.077,840.795,0.011
377.379,1546.435,840.86,0.011
377.56,1545.795,840.925,0.011
377.742,1545.155,840.99,0.011
377.924,1544.513,841.055,0.011
378.105,1543.874,841.119,0.011
378.287,1543.236,841.184,0.01
378.471,1542.591,841.249,0.011
378.651,1541.955,841.313,0.01
378.835,1541.31,841.379,0.011
379.016,1540.671,841.443,0.011
379.198,1540.03,841.508,0.011
379.38,1539.388,841.573,0.011
379.561,1538.748,841.638,0.011
379.742,1538.109,841.703,0.011
379.924,1537.471,841.767,0.01
380.107,1536.827,841.833,0.011
380.288,1536.187,841.897,0.011
380.469,1535.548,841.962,0.011
380.651,1534.907,842.027,0.011
380.832,1534.273,842.091,0.01
381.017,1533.628,842.156,0.011
381.199,1532.986,842.221,0.011
381.38,1532.351,842.286,0.011
381.563,1531.71,842.35,0.011
381.746,1531.067,842.416,0.011
381.928,1530.427,842.48,0.011
382.109,1529.787,842.545,0.011
382.29,1529.147,842.61,0.011
382.471,1528.509,842.674,0.011
382.652,1527.868,842.739,0.011
382.833,1527.234,842.803,0.01
383.018,1526.588,842.869,0.011
383.199,1525.948,842.934,0.011
383.38,1525.31,842.998,0.011
383.561,1524.67,843.063,0.011
383.742,1524.031,843.128,0.011
383.923,1523.391,843.193,0.011
384.104,1522.752,843.257,0.011
384.285,1522.113,843.322,0.011
384.467,1521.475,843.386,0.011
384.649,1520.837,843.451,0.011
384.832,1520.195,843.516,0.011
385.013,1519.555,843.581,0.011
385.194,1518.92,843.645,0.011
385.377,1518.277,843.71,0.011
385.558,1517.64,843.775,0.011
385.74,1516.999,843.839,0.011
385.921,1516.36,843.904,0.011
386.102,1515.721,843.969,0.011
386.283,1515.083,844.033,0.011
386.464,1514.443,844.098,0.011
386.645,1513.805,844.163,0.011
386.826,1513.165,844.227,0.011
387.007,1512.526,844.292,0.011
387.187,1511.891,844.356,0.011
387.37,1511.253,844.421,0.01
387.553,1510.611,844.486,0.011
387.733,1509.973,844.551,0.011
387.915,1509.335,844.615,0.011
388.096,1508.695,844.68,0.011
388.277,1508.057,844.745,0.011
388.457,1507.418,844.809,0.011
388.638,1506.78,844.874,0.011
388.819,1506.141,844.938,0.011
389,1505.503,845.003,0.011
389.181,1504.865,845.068,0.011
389.361,1504.226,845.132,0.011
389.542,1503.589,845.197,0.011
389.723,1502.954,845.261,0.01
389.906,1502.312,845.326,0.011
390.086,1501.674,845.391,0.011
390.267,1501.036,845.455,0.011
390.448,1500.399,845.52,0.011
390.629,1499.76,845.586,0.011
390.81,1499.123,845.653,0.011
390.991,1498.485,845.721,0.011
391.172,1497.849,845.789,0.01
391.354,1497.208,845.857,0.011
391.535,1496.575,845.924,0.011
391.718,1495.936,845.992,0.011
391.9,1495.298,846.06,0.01
392.082,1494.658,846.128,0.011
392.263,1494.022,846.196,0.011
392.445,1493.388,846.263,0.01
392.629,1492.747,846.332,0.011
392.81,1492.108,846.4,0.011
392.991,1491.47,846.467,0.011
393.171,1490.833,846.535,0.011
393.352,1490.195,846.603,0.011
393.532,1489.558,846.671,0.011
393.713,1488.921,846.739,0.011
393.893,1488.284,846.806,0.011
394.074,1487.646,846.874,0.011
394.255,1487.009,846.942,0.011
394.435,1486.372,847.01,0.011
394.615,1485.738,847.077,0.01
394.797,1485.098,847.145,0.011
394.978,1484.463,847.213,0.011
395.159,1483.825,847.281,0.011
395.34,1483.187,847.348,0.011
395.52,1482.55,847.416,0.011
395.701,1481.914,847.484,0.011
395.881,1481.278,847.552,0.011
396.062,1480.641,847.619,0.011
396.243,1480.004,847.687,0.011
396.424,1479.369,847.755,0.011
396.605,1478.733,847.822,0.011
396.787,1478.097,847.89,0.011
396.97,1477.46,847.958,0.01
397.152,1476.821,848.026,0.011
397.332,1476.185,848.093,0.011
397.513,1475.549,848.161,0.011
397.694,1474.915,848.228,0.011
